agencyName,continentName,countryName,dateUSGSignature,emergencyTypeName,regionName,totalAmountApproved,year,projectsectors,CIRV - Prev,CIRV - Inc
Food and Agriculture Organization,Africa,Somalia,2017-02-22,Drought,Eastern Africa,4000000,2017,Agriculture,"75,1","0,10"
International Organization for Migration,Africa,Somalia,2017-02-13,Drought,Eastern Africa,400000,2017,Health,"75,1","0,10"
International Organization for Migration,Africa,Somalia,2017-02-13,Drought,Eastern Africa,350000,2017,Shelter and Non-Food Items,"75,1","0,10"
International Organization for Migration,Africa,Somalia,2017-02-13,Drought,Eastern Africa,1150000,2017,Water; Sanitation and Hygiene,"75,1","0,10"
United Nations Population Fund,Africa,Somalia,2017-02-13,Drought,Eastern Africa,195179,2017,Protection,"75,1","0,10"
United Nations Children’s Fund,Africa,Somalia,2017-02-13,Drought,Eastern Africa,599904,2017,Education,"75,1","0,10"
United Nations Children’s Fund,Africa,Somalia,2017-02-15,Drought,Eastern Africa,699999,2017,Health,"75,1","0,10"
United Nations Children’s Fund,Africa,Somalia,2017-02-17,Drought,Eastern Africa,2063461,2017,Water; Sanitation and Hygiene,"75,1","0,10"
United Nations Children’s Fund,Africa,Somalia,2017-02-15,Drought,Eastern Africa,200000,2017,Protection,"75,1","0,10"
World Food Programme,Africa,Somalia,2017-02-10,Drought,Eastern Africa,750000,2017,Common Services,"75,1","0,10"
World Food Programme,Africa,Somalia,2017-02-15,Drought,Eastern Africa,1750000,2017,Nutrition,"75,1","0,10"
World Food Programme,Africa,Somalia,2017-02-15,Drought,Eastern Africa,3500750,2017,Food Assistance,"75,1","0,10"
World Health Organization,Africa,Somalia,2017-02-15,Drought,Eastern Africa,400000,2017,Health,"75,1","0,10"
United Nations Children’s Fund,Africa,Somalia,2017-02-15,Drought,Eastern Africa,1550001,2017,Nutrition,"75,1","0,10"
United Nations High Commissioner for Refugees,Africa,Somalia,2017-02-17,Drought,Eastern Africa,350000,2017,Shelter and Non-Food Items,"75,1","0,10"
United Nations Children’s Fund,Africa,Madagascar,2017-03-07,Drought,Eastern Africa,349998,2017,Nutrition,"38,3","-0,07"
World Food Programme,Africa,Madagascar,2017-03-07,Drought,Eastern Africa,500427,2017,Nutrition,"38,3","-0,07"
Food and Agriculture Organization,Africa,Madagascar,2017-03-03,Drought,Eastern Africa,1100000,2017,Agriculture,"38,3","-0,07"
World Food Programme,Africa,Madagascar,2017-03-04,Drought,Eastern Africa,2300001,2017,Food Assistance,"38,3","-0,07"
United Nations Children’s Fund,Africa,Madagascar,2017-03-07,Drought,Eastern Africa,294393,2017,Water; Sanitation and Hygiene,"38,3","-0,07"
World Health Organization,Africa,Madagascar,2017-03-07,Drought,Eastern Africa,324505,2017,Health,"38,3","-0,07"
United Nations Children’s Fund,Africa,Madagascar,2017-03-07,Drought,Eastern Africa,277344,2017,Health,"38,3","-0,07"
United Nations Population Fund,Africa,Madagascar,2017-03-07,Drought,Eastern Africa,413808,2017,Health,"38,3","-0,07"
United Nations Development Programme,Africa,Madagascar,2017-03-04,Drought,Eastern Africa,400346,2017,Early Recovery,"38,3","-0,07"
World Food Programme,Africa,Nigeria,2017-03-06,Displacement,Western Africa,4324678,2017,Food Assistance,"63,2","-0,14"
Food and Agriculture Organization,Africa,Nigeria,2017-03-02,Displacement,Western Africa,2077500,2017,Agriculture,"63,2","-0,14"
United Nations Children’s Fund,Africa,Nigeria,2017-03-17,Displacement,Western Africa,1902005,2017,Nutrition,"63,2","-0,14"
United Nations Children’s Fund,Africa,Nigeria,2017-03-02,Displacement,Western Africa,1007405,2017,Health,"63,2","-0,14"
United Nations Children’s Fund,Africa,Nigeria,2017-02-28,Displacement,Western Africa,3345997,2017,Water; Sanitation and Hygiene,"63,2","-0,14"
United Nations Children’s Fund,Africa,Nigeria,2017-03-02,Displacement,Western Africa,1525595,2017,Education,"63,2","-0,14"
United Nations Children’s Fund,Africa,Nigeria,2017-03-06,Displacement,Western Africa,500000,2017,Protection,"63,2","-0,14"
World Health Organization,Africa,Nigeria,2017-03-02,Displacement,Western Africa,1447999,2017,Health,"63,2","-0,14"
International Organization for Migration,Africa,Nigeria,2017-02-22,Displacement,Western Africa,1572472,2017,Shelter and Non-Food Items,"63,2","-0,14"
United Nations High Commissioner for Refugees,Africa,Nigeria,2017-02-22,Displacement,Western Africa,1571826,2017,Shelter and Non-Food Items,"63,2","-0,14"
United Nations High Commissioner for Refugees,Africa,Nigeria,2017-03-06,Displacement,Western Africa,1200564,2017,Protection,"63,2","-0,14"
United Nations Population Fund,Africa,Nigeria,2017-03-06,Displacement,Western Africa,662837,2017,Protection,"63,2","-0,14"
United Nations Population Fund,Africa,Nigeria,2017-03-06,Displacement,Western Africa,858279,2017,Health,"63,2","-0,14"
Food and Agriculture Organization,Asia,Democratic People's Republic of Korea,2017-03-09,Multiple Emergencies,Eastern Asia,556180,2017,Agriculture,19,"-0,04"
United Nations Population Fund,Asia,Democratic People's Republic of Korea,2017-03-04,Multiple Emergencies,Eastern Asia,604786,2017,Health,19,"-0,04"
United Nations Children’s Fund,Asia,Democratic People's Republic of Korea,2017-03-04,Multiple Emergencies,Eastern Asia,795001,2017,Health,19,"-0,04"
United Nations Children’s Fund,Asia,Democratic People's Republic of Korea,2017-03-04,Multiple Emergencies,Eastern Asia,1179986,2017,Nutrition,19,"-0,04"
World Food Programme,Asia,Democratic People's Republic of Korea,2017-03-06,Multiple Emergencies,Eastern Asia,2129998,2017,Nutrition,19,"-0,04"
World Health Organization,Asia,Democratic People's Republic of Korea,2017-03-03,Multiple Emergencies,Eastern Asia,730794,2017,Health,19,"-0,04"
United Nations Children’s Fund,Africa,Libya,2017-03-16,Post-conflict Needs,Northern Africa,200000,2017,Protection,64,"-0,04"
Food and Agriculture Organization,Africa,Libya,2017-03-16,Post-conflict Needs,Northern Africa,250000,2017,Agriculture,64,"-0,04"
World Food Programme,Africa,Libya,2017-03-06,Post-conflict Needs,Northern Africa,700000,2017,Food Assistance,64,"-0,04"
United Nations Population Fund,Africa,Libya,2017-03-07,Post-conflict Needs,Northern Africa,299994,2017,Health,64,"-0,04"
World Health Organization,Africa,Libya,2017-03-24,Post-conflict Needs,Northern Africa,1149914,2017,Health,64,"-0,04"
International Organization for Migration,Africa,Libya,2017-03-30,Post-conflict Needs,Northern Africa,849996,2017,Multi-Sector,64,"-0,04"
United Nations Population Fund,Africa,Libya,2017-03-20,Post-conflict Needs,Northern Africa,300000,2017,Protection,64,"-0,04"
United Nations Office for Project Services,Africa,Libya,2017-03-06,Post-conflict Needs,Northern Africa,297570,2017,Protection,64,"-0,04"
United Nations High Commissioner for Refugees,Africa,Libya,2017-03-21,Post-conflict Needs,Northern Africa,1000340,2017,Shelter and Non-Food Items,64,"-0,04"
United Nations Children’s Fund,Africa,Libya,2017-03-17,Post-conflict Needs,Northern Africa,950001,2017,Water; Sanitation and Hygiene,64,"-0,04"
Food and Agriculture Organization,Africa,Uganda,2017-03-16,Displacement,Eastern Africa,600001,2017,Agriculture,"50,8","-0,16"
International Organization for Migration,Africa,Uganda,2017-03-13,Displacement,Eastern Africa,400000,2017,Water; Sanitation and Hygiene,"50,8","-0,16"
United Nations Development Programme,Africa,Uganda,2017-03-13,Displacement,Eastern Africa,400000,2017,Early Recovery,"50,8","-0,16"
United Nations Population Fund,Africa,Uganda,2017-03-16,Displacement,Eastern Africa,900001,2017,Protection; Health,"50,8","-0,16"
United Nations High Commissioner for Refugees,Africa,Uganda,2017-03-10,Displacement,Eastern Africa,4651651,2017,Multi-Sector Refugee Assistance,"50,8","-0,16"
United Nations Children’s Fund,Africa,Uganda,2017-03-21,Displacement,Eastern Africa,2183537,2017,Multi-Sector Refugee Assistance,"50,8","-0,16"
United Nations Entity for Gender Equality and the Empowerment of Women,Africa,Uganda,2017-03-13,Displacement,Eastern Africa,351512,2017,Protection,"50,8","-0,16"
World Food Programme,Africa,Uganda,2017-03-16,Displacement,Eastern Africa,5200002,2017,Food Assistance,"50,8","-0,16"
World Health Organization,Africa,Uganda,2017-03-13,Displacement,Eastern Africa,300000,2017,Health,"50,8","-0,16"
World Health Organization,Africa,Cameroon,2017-03-13,Displacement,Middle Africa,1000183,2017,Health,"59,8","0,01"
United Nations Population Fund,Africa,Cameroon,2017-03-17,Displacement,Middle Africa,400180,2017,Protection,"59,8","0,01"
United Nations Children’s Fund,Africa,Cameroon,2017-03-13,Displacement,Middle Africa,450810,2017,Protection,"59,8","0,01"
International Organization for Migration,Africa,Cameroon,2017-03-08,Displacement,Middle Africa,450000,2017,Protection,"59,8","0,01"
United Nations High Commissioner for Refugees,Africa,Cameroon,2017-03-20,Displacement,Middle Africa,850001,2017,Protection,"59,8","0,01"
United Nations High Commissioner for Refugees,Africa,Cameroon,2017-03-16,Displacement,Middle Africa,850001,2017,Shelter and Non-Food Items,"59,8","0,01"
World Food Programme,Africa,Cameroon,2017-03-13,Displacement,Middle Africa,600037,2017,Nutrition,"59,8","0,01"
United Nations Children’s Fund,Africa,Cameroon,2017-03-13,Displacement,Middle Africa,400180,2017,Nutrition,"59,8","0,01"
United Nations Children’s Fund,Africa,Cameroon,2017-03-20,Displacement,Middle Africa,1000252,2017,Water; Sanitation and Hygiene,"59,8","0,01"
World Food Programme,Africa,Cameroon,2017-03-17,Displacement,Middle Africa,1299990,2017,Food Assistance,"59,8","0,01"
Food and Agriculture Organization,Africa,Cameroon,2017-03-17,Displacement,Middle Africa,400298,2017,Agriculture,"59,8","0,01"
World Food Programme,Africa,Cameroon,2017-03-31,Displacement,Middle Africa,2303481,2017,Food Assistance; Multi-Sector Refugee Assistance,"59,8","0,01"
United Nations High Commissioner for Refugees,Africa,Niger,2017-02-28,Post-conflict Needs,Western Africa,472674,2017,Protection,"67,3","-0,20"
Food and Agriculture Organization,Africa,Niger,2017-03-10,Post-conflict Needs,Western Africa,2500000,2017,Agriculture,"67,3","-0,20"
United Nations Population Fund,Africa,Niger,2017-03-10,Post-conflict Needs,Western Africa,500121,2017,Health,"67,3","-0,20"
United Nations Population Fund,Africa,Niger,2017-03-10,Post-conflict Needs,Western Africa,500332,2017,Protection,"67,3","-0,20"
World Food Programme,Africa,Niger,2017-03-06,Post-conflict Needs,Western Africa,600010,2017,Common Services,"67,3","-0,20"
World Food Programme,Africa,Niger,2017-03-17,Post-conflict Needs,Western Africa,1500311,2017,Food Assistance,"67,3","-0,20"
World Health Organization,Africa,Niger,2017-03-10,Post-conflict Needs,Western Africa,507002,2017,Health,"67,3","-0,20"
International Organization for Migration,Africa,Niger,2017-03-09,Post-conflict Needs,Western Africa,1000001,2017,Shelter and Non-Food Items,"67,3","-0,20"
United Nations Children’s Fund,Africa,Niger,2017-03-13,Post-conflict Needs,Western Africa,699987,2017,Protection,"67,3","-0,20"
United Nations Children’s Fund,Africa,Niger,2017-03-10,Post-conflict Needs,Western Africa,578410,2017,Education,"67,3","-0,20"
United Nations Children’s Fund,Africa,Niger,2017-03-04,Post-conflict Needs,Western Africa,1200000,2017,Water; Sanitation and Hygiene,"67,3","-0,20"
United Nations Children’s Fund,Africa,Mali,2017-03-30,Post-conflict Needs,Western Africa,959983,2017,Nutrition,"52,5","-0,03"
Food and Agriculture Organization,Africa,Mali,2017-03-20,Post-conflict Needs,Western Africa,1931420,2017,Agriculture,"52,5","-0,03"
United Nations Population Fund,Africa,Mali,2017-03-28,Post-conflict Needs,Western Africa,250009,2017,Protection,"52,5","-0,03"
United Nations High Commissioner for Refugees,Africa,Mali,2017-03-20,Post-conflict Needs,Western Africa,279024,2017,Protection,"52,5","-0,03"
International Organization for Migration,Africa,Mali,2017-03-27,Post-conflict Needs,Western Africa,112550,2017,Shelter and Non-Food Items,"52,5","-0,03"
United Nations High Commissioner for Refugees,Africa,Mali,2017-03-27,Post-conflict Needs,Western Africa,149998,2017,Shelter and Non-Food Items,"52,5","-0,03"
World Health Organization,Africa,Mali,2017-03-22,Post-conflict Needs,Western Africa,338331,2017,Health,"52,5","-0,03"
United Nations Population Fund,Africa,Mali,2017-03-22,Post-conflict Needs,Western Africa,149075,2017,Health,"52,5","-0,03"
United Nations Office for Project Services,Africa,Mali,2017-03-17,Post-conflict Needs,Western Africa,133868,2017,Protection,"52,5","-0,03"
World Food Programme,Africa,Mali,2017-03-24,Post-conflict Needs,Western Africa,1924516,2017,Food Assistance,"52,5","-0,03"
World Food Programme,Africa,Mali,2017-03-24,Post-conflict Needs,Western Africa,677050,2017,Nutrition,"52,5","-0,03"
United Nations Children’s Fund,Africa,Republic of the Sudan,2017-09-29,Displacement,Northern Africa,1696958,2017,Nutrition,"12,8","-0,12"
United Nations Children’s Fund,Africa,Republic of the Sudan,2017-09-29,Displacement,Northern Africa,1177767,2017,Education; Protection,"12,8","-0,12"
United Nations Children’s Fund,Africa,Republic of the Sudan,2017-10-04,Displacement,Northern Africa,741052,2017,Water; Sanitation and Hygiene,"12,8","-0,12"
United Nations Population Fund,Africa,Republic of the Sudan,2017-09-25,Displacement,Northern Africa,300000,2017,Protection,"12,8","-0,12"
United Nations High Commissioner for Refugees,Africa,Republic of the Sudan,2017-09-29,Displacement,Northern Africa,1600007,2017,Multi-Sector Refugee Assistance,"12,8","-0,12"
International Organization for Migration,Africa,Republic of the Sudan,2017-10-16,Displacement,Northern Africa,699999,2017,Shelter and Non-Food Items,"12,8","-0,12"
International Organization for Migration,Africa,Republic of the Sudan,2017-10-20,Displacement,Northern Africa,500000,2017,Water; Sanitation and Hygiene,"12,8","-0,12"
World Food Programme,Africa,Republic of the Sudan,2017-09-25,Displacement,Northern Africa,4499671,2017,Food Assistance,"12,8","-0,12"
World Food Programme,Africa,Republic of the Sudan,2017-09-29,Displacement,Northern Africa,1704528,2017,Nutrition,"12,8","-0,12"
World Health Organization,Africa,Republic of the Sudan,2017-09-29,Displacement,Northern Africa,1250001,2017,Health,"12,8","-0,12"
Food and Agriculture Organization,Africa,Central African Republic,2017-10-06,Displacement,Middle Africa,700011,2017,Agriculture,"76,4","-0,09"
International Organization for Migration,Africa,Central African Republic,2017-10-17,Displacement,Middle Africa,1059981,2017,Shelter and Non-Food Items,"76,4","-0,09"
United Nations Population Fund,Africa,Central African Republic,2017-10-11,Displacement,Middle Africa,1200005,2017,Protection,"76,4","-0,09"
United Nations Children’s Fund,Africa,Central African Republic,2017-10-11,Displacement,Middle Africa,400000,2017,Protection,"76,4","-0,09"
United Nations High Commissioner for Refugees,Africa,Central African Republic,2017-10-11,Displacement,Middle Africa,400000,2017,Protection,"76,4","-0,09"
World Health Organization,Africa,Central African Republic,2017-10-09,Displacement,Middle Africa,460002,2017,Health,"76,4","-0,09"
World Food Programme,Africa,Central African Republic,2017-10-12,Displacement,Middle Africa,2995664,2017,Common Services,"76,4","-0,09"
World Food Programme,Africa,Central African Republic,2017-10-12,Displacement,Middle Africa,919912,2017,Food Assistance,"76,4","-0,09"
United Nations High Commissioner for Refugees,Africa,Central African Republic,2017-10-16,Displacement,Middle Africa,970051,2017,Shelter and Non-Food Items; Common Services,"76,4","-0,09"
United Nations Children’s Fund,Africa,Central African Republic,2017-10-09,Displacement,Middle Africa,890000,2017,Nutrition; Water; Sanitation and Hygiene,"76,4","-0,09"
Food and Agriculture Organization,Asia,Afghanistan,2017-10-05,Displacement,Southern Asia,3000000,2017,Agriculture; Agriculture,"70,6","0,06"
World Food Programme,Asia,Afghanistan,2017-10-05,Displacement,Southern Asia,1600042,2017,Food Assistance,"70,6","0,06"
World Health Organization,Asia,Afghanistan,2017-10-20,Displacement,Southern Asia,810628,2017,Health,"70,6","0,06"
United Nations Children’s Fund,Asia,Afghanistan,2017-10-05,Displacement,Southern Asia,800000,2017,Water; Sanitation and Hygiene; Protection,"70,6","0,06"
International Organization for Migration,Asia,Afghanistan,2017-10-20,Displacement,Southern Asia,1786246,2017,Shelter and Non-Food Items; Protection,"70,6","0,06"
United Nations High Commissioner for Refugees,Asia,Afghanistan,2017-10-05,Displacement,Southern Asia,1999989,2017,Shelter and Non-Food Items,"70,6","0,06"
United Nations Children’s Fund,Africa,Chad,2017-10-26,Displacement,Middle Africa,396705,2017,Education,"72,8","-0,18"
World Food Programme,Africa,Chad,2017-10-26,Displacement,Middle Africa,1500000,2017,Common Services,"72,8","-0,18"
United Nations Children’s Fund,Africa,Chad,2017-10-26,Displacement,Middle Africa,700014,2017,Nutrition,"72,8","-0,18"
United Nations High Commissioner for Refugees,Africa,Chad,2017-10-26,Displacement,Middle Africa,300000,2017,Nutrition,"72,8","-0,18"
World Health Organization,Africa,Chad,2017-10-26,Displacement,Middle Africa,769999,2017,Health,"72,8","-0,18"
United Nations Children’s Fund,Africa,Chad,2017-10-26,Displacement,Middle Africa,480000,2017,Health,"72,8","-0,18"
United Nations Population Fund,Africa,Chad,2017-10-26,Displacement,Middle Africa,350000,2017,Health,"72,8","-0,18"
World Food Programme,Africa,Chad,2017-10-27,Displacement,Middle Africa,5663065,2017,Multi-Sector,"72,8","-0,18"
Food and Agriculture Organization,Africa,Chad,2017-10-27,Displacement,Middle Africa,154503,2017,Multi-Sector,"72,8","-0,18"
United Nations Population Fund,Africa,Chad,2017-10-27,Displacement,Middle Africa,263864,2017,Multi-Sector,"72,8","-0,18"
United Nations High Commissioner for Refugees,Africa,Chad,2017-10-27,Displacement,Middle Africa,250000,2017,Multi-Sector,"72,8","-0,18"
United Nations Children’s Fund,Africa,Chad,2017-10-27,Displacement,Middle Africa,166813,2017,Multi-Sector,"72,8","-0,18"
Food and Agriculture Organization,Africa,Eritrea,2018-03-01,Drought,Eastern Africa,476593,2018,Agriculture,"38,6","-0,24"
United Nations Development Programme,Africa,Eritrea,2018-02-22,Drought,Eastern Africa,556101,2018,Agriculture,"38,6","-0,24"
United Nations Population Fund,Africa,Eritrea,2018-02-22,Drought,Eastern Africa,350010,2018,Nutrition,"38,6","-0,24"
United Nations High Commissioner for Refugees,Africa,Eritrea,2018-02-19,Drought,Eastern Africa,407719,2018,Multi-Sector Refugee Assistance,"38,6","-0,24"
United Nations Children’s Fund,Africa,Eritrea,2018-03-12,Drought,Eastern Africa,2695432,2018,Nutrition,"38,6","-0,24"
World Health Organization,Africa,Eritrea,2018-02-22,Drought,Eastern Africa,508440,2018,Health,"38,6","-0,24"
United Nations Children’s Fund,Africa,Mali,2018-03-01,Displacement,Western Africa,1950000,2018,Water; Sanitation and Hygiene,"53,7","0,00"
World Food Programme,Africa,Mali,2018-02-28,Displacement,Western Africa,1200000,2018,Nutrition,"53,7","0,00"
United Nations Children’s Fund,Africa,United Republic of Tanzania,2018-03-06,Displacement,Eastern Africa,401647,2018,Health,"51,9","0,27"
International Organization for Migration,Africa,United Republic of Tanzania,2018-03-06,Displacement,Eastern Africa,555386,2018,Protection,"51,9","0,27"
United Nations Population Fund,Africa,United Republic of Tanzania,2018-02-28,Displacement,Eastern Africa,350000,2018,Health,"51,9","0,27"
United Nations Children’s Fund,Africa,United Republic of Tanzania,2018-03-06,Displacement,Eastern Africa,298528,2018,Protection,"51,9","0,27"
United Nations Children’s Fund,Africa,United Republic of Tanzania,2018-03-05,Displacement,Eastern Africa,450470,2018,Water; Sanitation and Hygiene,"51,9","0,27"
World Food Programme,Africa,United Republic of Tanzania,2018-03-02,Displacement,Eastern Africa,3792763,2018,Food Assistance,"51,9","0,27"
United Nations High Commissioner for Refugees,Africa,United Republic of Tanzania,2018-03-06,Displacement,Eastern Africa,4146664,2018,Multi-Sector Refugee Assistance,"51,9","0,27"
Food and Agriculture Organization,Africa,Mali,2018-03-05,Displacement,Western Africa,1099960,2018,Agriculture,"53,7","0,00"
World Food Programme,Africa,Mali,2018-03-05,Displacement,Western Africa,1699841,2018,Food Assistance,"53,7","0,00"
United Nations Children’s Fund,Africa,Mali,2018-03-05,Displacement,Western Africa,1200000,2018,Nutrition,"53,7","0,00"
International Organization for Migration,Africa,Mali,2018-03-12,Displacement,Western Africa,849999,2018,Water; Sanitation and Hygiene,"53,7","0,00"
United Nations Population Fund,Asia,Philippines,2018-03-06,Displacement,South-Eastern Asia,400018,2018,Protection,"42,5","0,16"
United Nations Population Fund,Asia,Philippines,2018-03-06,Displacement,South-Eastern Asia,399841,2018,Health,"42,5","0,16"
Food and Agriculture Organization,Asia,Philippines,2018-03-09,Displacement,South-Eastern Asia,849997,2018,Agriculture,"42,5","0,16"
United Nations Development Programme,Asia,Philippines,2018-03-20,Displacement,South-Eastern Asia,691923,2018,Early Recovery,"42,5","0,16"
United Nations High Commissioner for Refugees,Asia,Philippines,2018-03-09,Displacement,South-Eastern Asia,500000,2018,Protection,"42,5","0,16"
United Nations Children’s Fund,Asia,Philippines,2018-03-06,Displacement,South-Eastern Asia,453766,2018,Nutrition,"42,5","0,16"
World Food Programme,Asia,Philippines,2018-03-13,Displacement,South-Eastern Asia,1200000,2018,Food Assistance,"42,5","0,16"
World Health Organization,Asia,Philippines,2018-03-06,Displacement,South-Eastern Asia,536158,2018,Health,"42,5","0,16"
United Nations Development Programme,Asia,Pakistan,2018-03-20,Post-conflict Needs,Southern Asia,1150000,2018,Education,"55,2","0,11"
United Nations Children’s Fund,Asia,Pakistan,2018-03-20,Post-conflict Needs,Southern Asia,1345190,2018,Education,"55,2","0,11"
Food and Agriculture Organization,Asia,Pakistan,2018-03-23,Post-conflict Needs,Southern Asia,2800432,2018,Agriculture,"55,2","0,11"
World Food Programme,Asia,Pakistan,2018-03-23,Post-conflict Needs,Southern Asia,1199936,2018,Food Assistance,"55,2","0,11"
United Nations Children’s Fund,Asia,Pakistan,2018-03-09,Post-conflict Needs,Southern Asia,702009,2018,Nutrition,"55,2","0,11"
World Food Programme,Asia,Pakistan,2018-03-09,Post-conflict Needs,Southern Asia,550238,2018,Nutrition,"55,2","0,11"
World Health Organization,Asia,Pakistan,2018-03-09,Post-conflict Needs,Southern Asia,246000,2018,Nutrition,"55,2","0,11"
World Health Organization,Africa,Cameroon,2018-03-20,Displacement,Middle Africa,901411,2018,Health,"55,6","0,09"
United Nations Population Fund,Africa,Cameroon,2018-03-20,Displacement,Middle Africa,700072,2018,Health,"55,6","0,09"
United Nations Entity for Gender Equality and the Empowerment of Women,Africa,Cameroon,2018-03-20,Displacement,Middle Africa,795668,2018,Protection,"55,6","0,09"
United Nations Children’s Fund,Africa,Cameroon,2018-03-14,Displacement,Middle Africa,712635,2018,Protection,"55,6","0,09"
United Nations High Commissioner for Refugees,Africa,Cameroon,2018-03-23,Displacement,Middle Africa,908839,2018,Protection,"55,6","0,09"
International Organization for Migration,Africa,Cameroon,2018-03-20,Displacement,Middle Africa,389300,2018,Protection,"55,6","0,09"
United Nations Children’s Fund,Africa,Cameroon,2018-03-14,Displacement,Middle Africa,1000001,2018,Water; Sanitation and Hygiene,"55,6","0,09"
World Food Programme,Africa,Cameroon,2018-03-14,Displacement,Middle Africa,1500492,2018,Food Assistance,"55,6","0,09"
Food and Agriculture Organization,Africa,Cameroon,2018-03-20,Displacement,Middle Africa,501629,2018,Agriculture,"55,6","0,09"
World Food Programme,Africa,Cameroon,2018-03-23,Displacement,Middle Africa,2474440,2018,Multi-Sector,"55,6","0,09"
Food and Agriculture Organization,Africa,Democratic Republic of the Congo,2018-03-16,Displacement,Middle Africa,4461914,2018,Agriculture,19,"0,19"
World Food Programme,Africa,Democratic Republic of the Congo,2018-03-16,Displacement,Middle Africa,3400000,2018,Food Assistance,19,"0,19"
International Organization for Migration,Africa,Democratic Republic of the Congo,2018-03-15,Displacement,Middle Africa,1089413,2018,Shelter and Non-Food Items,19,"0,19"
World Food Programme,Africa,Democratic Republic of the Congo,2018-03-12,Displacement,Middle Africa,999853,2018,Common Services,19,"0,19"
United Nations Population Fund,Africa,Democratic Republic of the Congo,2018-03-15,Displacement,Middle Africa,600000,2018,Health,19,"0,19"
United Nations High Commissioner for Refugees,Africa,Democratic Republic of the Congo,2018-03-15,Displacement,Middle Africa,2726305,2018,Shelter and Non-Food Items,19,"0,19"
United Nations High Commissioner for Refugees,Africa,Democratic Republic of the Congo,2018-03-14,Displacement,Middle Africa,200317,2018,Protection,19,"0,19"
United Nations High Commissioner for Refugees,Africa,Democratic Republic of the Congo,2018-03-23,Displacement,Middle Africa,1000108,2018,Multi-Sector Refugee Assistance,19,"0,19"
United Nations Children’s Fund,Africa,Democratic Republic of the Congo,2018-03-21,Displacement,Middle Africa,1658421,2018,Shelter and Non-Food Items,19,"0,19"
United Nations Children’s Fund,Africa,Democratic Republic of the Congo,2018-03-23,Displacement,Middle Africa,6084537,2018,Education; Protection,19,"0,19"
United Nations Children’s Fund,Africa,Democratic Republic of the Congo,2018-03-12,Displacement,Middle Africa,2548230,2018,Water; Sanitation and Hygiene,19,"0,19"
United Nations Children’s Fund,Africa,Democratic Republic of the Congo,2018-03-16,Displacement,Middle Africa,1410608,2018,Nutrition,19,"0,19"
United Nations Office for Project Services,Africa,Democratic Republic of the Congo,2018-03-14,Displacement,Middle Africa,549995,2018,Protection,19,"0,19"
World Health Organization,Africa,Democratic Republic of the Congo,2018-03-12,Displacement,Middle Africa,1110403,2018,Health,19,"0,19"
International Organization for Migration,Americas,Haiti,2018-03-20,Storm,Latin America and the Caribbean,2779840,2018,Shelter and Non-Food Items,"45,4","0,04"
Food and Agriculture Organization,Americas,Haiti,2018-03-15,Storm,Latin America and the Caribbean,984569,2018,Agriculture,"45,4","0,04"
World Health Organization,Americas,Haiti,2018-03-23,Cholera,Latin America and the Caribbean,1723155,2018,Health,"45,4","0,04"
United Nations Population Fund,Americas,Haiti,2018-03-23,Storm,Latin America and the Caribbean,497717,2018,Health,"45,4","0,04"
United Nations Children’s Fund,Americas,Haiti,2018-03-20,Cholera,Latin America and the Caribbean,1300018,2018,Health,"45,4","0,04"
United Nations Children’s Fund,Americas,Haiti,2018-03-21,Storm,Latin America and the Caribbean,699977,2018,Nutrition,"45,4","0,04"
United Nations Children’s Fund,Americas,Haiti,2018-03-15,Cholera,Latin America and the Caribbean,250000,2018,Water; Sanitation and Hygiene,"45,4","0,04"
World Food Programme,Americas,Haiti,2018-03-20,Storm,Latin America and the Caribbean,749901,2018,Food Assistance,"45,4","0,04"
International Organization for Migration,Africa,Uganda,2018-03-20,Displacement,Eastern Africa,1100000,2018,Water; Sanitation and Hygiene,"49,3","0,30"
United Nations Children’s Fund,Africa,Uganda,2018-03-23,Displacement,Eastern Africa,595548,2018,Protection,"49,3","0,30"
United Nations Population Fund,Africa,Uganda,2018-03-15,Displacement,Eastern Africa,1500124,2018,Protection,"49,3","0,30"
World Food Programme,Africa,Uganda,2018-03-15,Displacement,Eastern Africa,4500000,2018,Multi-Sector Refugee Assistance,"49,3","0,30"
United Nations High Commissioner for Refugees,Africa,Uganda,2018-03-15,Displacement,Eastern Africa,4810721,2018,Multi-Sector Refugee Assistance,"49,3","0,30"
World Health Organization,Africa,Uganda,2018-03-21,Displacement,Eastern Africa,500088,2018,Health,"49,3","0,30"
United Nations Children’s Fund,Africa,Uganda,2018-03-20,Displacement,Eastern Africa,2100000,2018,Multi-Sector Refugee Assistance,"49,3","0,30"
Food and Agriculture Organization,Africa,Uganda,2018-03-20,Displacement,Eastern Africa,784555,2018,Agriculture,"49,3","0,30"
United Nations Entity for Gender Equality and the Empowerment of Women,Africa,Uganda,2018-03-20,Displacement,Eastern Africa,500094,2018,Protection,"49,3","0,30"
United Nations Development Programme,Africa,Uganda,2018-03-21,Displacement,Eastern Africa,597062,2018,Multi-Sector Refugee Assistance,"49,3","0,30"
United Nations Population Fund,Africa,Angola,2018-09-13,Displacement,Middle Africa,150000,2018,Health,"31,3","0,01"
United Nations High Commissioner for Refugees,Africa,Angola,2018-09-18,Displacement,Middle Africa,450000,2018,Health,"31,3","0,01"
United Nations High Commissioner for Refugees,Africa,Angola,2018-09-18,Displacement,Middle Africa,500947,2018,Water; Sanitation and Hygiene,"31,3","0,01"
